Burr_PD_L1_CMTM6_INFr_LFC	Freeman_B16F10_MHCI_Low_LFC	Freeman_B16F10_NK_LFC	Haney_U937_iggRBC_LFC	Haney_U937_Zymosin_LFC	Henriksson_mNaiveTh_GATA3_r1_LFC	Jiang_Daudi_B_CD40_r1_LFC	Kearney_B16F10_OT_I_LFC	Kearney_MC38_OT_I_aPD1_LFC	Kearney_MC38_OT_I_IgG_LFC	Liu_HSC4_DoxvsnoDox_shADAR_LFC	Manguso_GVAX_only_vs_TCRa_KO_LFC	Manguso_GVAX_PD_1_vs_TCRa_KO_LFC	Manguso_TCRa_KO_vs_In_vitro_LFC	Pan_B16F10_Pmel_1_IFNg_LFC	Parnas_BMDCs_TNF_r1_LFC	Pech_K562_MHCI_r1_LFC	Pech_K562_NK_92_r1_LFC	Ritchie_U937_cGAMP_r1_LFC	Shifrut_pilot_mean_LFC	Shifrut_d1234_LFC	Vredevoogd_IFNGR1mut_SKCM_MART_1_1r_LFC
AARSD1	-6.2903	0.17812	-4.8094	0.24283	-0.024051	-1.3292	0.13974	-7.5321	0.32704	1.2356	-0.10974	NA	NA	NA	-0.3157	-0.33276	-0.98003	-0.050277	NA	NA	-0.10731	-0.099504
AARSD1;PTGES3L-AARSD1;AARSD1;PTGES3L-AARSD1	NA	NA	NA	NA	NA	NA	-0.3967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AASDH	-7.8957	0.24982	-3.3346	0.22674	-0.13672	2.3788	0.24661	-3.2721	-3.8006	-3.4324	0.17303	NA	NA	NA	-0.24243	-2.3698	-0.48615	-0.050327	NA	NA	0.039873	0.01556
AASDHPPT	-6.3071	NA	2.6058	0.33012	0.093261	0.13565	0.75394	-6.5537	-0.82313	-3.8969	0.53161	NA	NA	NA	NA	-2.5025	-1.3364	-0.72709	NA	NA	0.05822	-0.23852
AASS	-7.9725	0.067712	2.3111	0.24534	-0.064923	1.856	0.2585	0.57732	-0.099609	-3.5204	0.036309	NA	NA	NA	-1.5778	3.54	0.016053	0.16389	NA	NA	0.054062	-0.01893
AATF	-6.9453	-2.1194	2.7837	-0.014246	-0.0088619	1.9302	-0.011668	-1.9994	-3.9862	0.60397	0.46591	NA	NA	NA	-0.47271	-1.585	0.29261	0.22754	NA	NA	-0.093026	-0.50887
AATK	-6.6977	-3.0849	-1.0162	0.11802	-0.035924	-0.00049627	0.99023	-6.0835	-2.3474	1.2893	0.32946	NA	NA	NA	-0.49414	-2.3219	0.19314	0.28341	NA	NA	-0.058756	0.12594
ABAT	-8.2274	-3.7649	-0.40758	-0.17159	-0.098285	0.01226	0.49451	-5.7162	-3.8692	-0.80012	0.50072	NA	NA	NA	-1.5473	2.4692	0.020938	0.39357	NA	NA	0.12574	-0.088167
ABCA1	-7.3838	-0.78222	-0.54242	0.029448	-0.075985	0.24353	-0.08805	-5.1543	-0.62857	-2.6216	0.82121	NA	NA	NA	-1.5458	-1.1773	0.67301	0.040217	NA	0.042062	-0.082338	0.08658
ABCA10	-7.4171	NA	NA	0.056361	0.027832	NA	-0.64002	NA	NA	NA	-0.79689	NA	NA	NA	NA	NA	0.032468	0.33887	NA	NA	-0.027157	0.15431
ABCA12	-6.6608	-1.188	-0.38747	-0.14867	-0.27454	4.352	0.23083	-6.5337	-3.7655	-0.051775	0.51299	NA	NA	NA	-0.39166	-2.2773	0.2902	0.27554	NA	NA	0.072539	-0.082884
ABCA13	-7.4998	-3.881	0.16933	0.22066	-0.027742	0.78889	0.97066	-5.492	-2.7162	-0.23671	0.49462	NA	NA	NA	-0.81565	-2.9886	-0.4639	-0.17237	NA	NA	-0.014645	-0.035662
ABCA2	-7.8609	3.0487	0.6703	-0.43439	-0.16422	0.60819	0.42072	-4.7726	-2.3481	-2.7188	-0.12931	NA	NA	NA	-0.66653	-2.0012	-0.45987	-0.21504	NA	NA	-0.098102	0.09147
ABCA3	-6.9259	-1.8292	-5.1094	-0.21284	0.009052	0.83195	1.4742	-4.2332	-2.0063	-2.2146	0.63334	NA	NA	NA	-0.22073	-3.2506	0.0017713	-0.0052945	NA	NA	0.094505	0.53551
ABCA4	-7.9244	2.0032	-0.31558	-0.27546	-0.14267	1.0896	0.60383	-2.3451	-2.1964	-0.43855	0.12087	NA	NA	NA	-1.9916	-3.3692	0.16157	0.20165	NA	NA	0.19802	-0.19036
ABCA5	-7.638	-5.6758	1.4079	-0.039056	-0.084762	0.26999	-0.16579	-1.9375	-0.55835	-1.9682	-0.36284	NA	NA	NA	-0.567	-4.0875	0.88363	0.16864	NA	NA	0.1411	0.029372
ABCA6	-7.6085	-0.29568	-1.0791	-0.21622	0.10752	0.82325	0.46061	-3.4575	-4.0491	1.9884	-0.42511	NA	NA	NA	-0.78656	3.3048	0.915	-0.29441	NA	NA	0.18434	-0.22291
ABCA7	-7.8477	-0.2378	0.92611	-0.085853	-0.0059632	0.96304	-0.53469	-3.9499	-1.6725	1.0611	0.174	NA	NA	NA	-1.502	4.2564	-1.1718	-0.29815	NA	-0.039014	0.11721	0.058331
ABCA8	-7.591	NA	NA	0.091184	-0.067301	NA	-0.56166	NA	NA	NA	-0.29412	NA	NA	NA	NA	NA	-0.024147	-0.1853	NA	NA	0.021351	0.03267
ABCA9	-7.9315	-5.0546	-0.36202	-0.0064003	-0.04496	-0.41214	-0.2555	-6.3603	0.24417	-1.0152	-0.18276	NA	NA	NA	-0.49282	3.4423	-0.2284	-0.24254	NA	NA	0.022669	0.20563
ABCB1	-8.1768	NA	NA	-0.12881	-0.13615	NA	-1.7193	NA	NA	NA	0.52701	NA	NA	NA	NA	NA	1.1431	-0.23761	NA	-0.016515	-0.055765	0.052148
ABCB10	-7.5198	-0.63682	1.5345	-0.13477	-0.062264	0.16408	1.3772	-6.9312	-4.1592	1.5695	0.48814	NA	NA	NA	0.00016939	1.7443	1.3223	-0.7881	NA	NA	0.23649	-0.18061
ABCB11	-7.7187	0.79645	-0.80596	0.020623	0.032804	0.20447	1.5611	-6.957	0.37246	-3.4984	0.2643	NA	NA	NA	-1.4122	1.8971	2.7333	0.06417	NA	NA	-0.048839	-0.35783
ABCB4	-7.3563	-4.71	1.0273	-0.02512	-0.13195	-1.1245	0.15965	-6.0324	-4.2484	-3.3088	0.016165	NA	NA	NA	-0.12186	0.95409	0.63539	0.35894	NA	NA	0.025957	-0.088944
ABCB5	-7.068	-0.75264	-2.0106	0.22994	0.060378	0.015154	0.024071	-1.6219	-5.4086	-0.13936	0.44518	NA	NA	NA	-1.424	0.71102	-0.19628	0.10512	NA	NA	-0.1679	-0.089991
ABCB6	-7.4169	1.2682	0.55326	0.078099	0.07529	1.5309	0.5024	-6.7344	-0.048598	-3.983	-0.23405	0.61028	0.1971	0.16749	0.36716	2.0764	0.00025233	0.254	NA	NA	0.060043	0.15713
ABCB7	-5.7331	-2.5636	4.4918	0.10952	-0.071393	2.8198	-0.51554	-6.1034	-3.1099	-0.73791	0.19027	NA	NA	NA	-1.967	-0.73697	4.6701	-1.2602	NA	NA	-0.28757	-0.081219
ABCB8	-7.4978	NA	NA	-0.053278	-0.028853	3.7518	-1.2461	NA	NA	NA	0.0082616	NA	NA	NA	NA	-0.18746	0.045678	0.3552	NA	NA	0.044063	0.18812
ABCB9	-7.6562	1.5036	0.16262	-0.13902	-0.18806	0.29485	-0.2275	-7.4201	-1.8613	0.36842	0.47173	NA	NA	NA	-0.21497	-1.6003	0.7162	0.11638	NA	NA	-0.24509	-0.099535
ABCC1	-7.8765	-5.7057	1.8828	0.24763	-0.019784	-1.0375	-0.61992	-4.1207	-0.69761	0.8352	-0.11537	0.27463	-0.24076	-0.022532	-1.1962	-0.55285	-0.58409	0.16008	NA	NA	-0.033194	-0.17197
ABCC10	-7.351	2.6043	-0.35894	0.021657	0.25736	0.22783	-0.2533	-0.54478	-1.6808	1.6874	-0.63736	NA	NA	NA	-0.54378	-1.8745	-0.51079	-0.16296	NA	NA	0.10749	-0.062615
ABCC11	-7.7054	NA	NA	0.091497	-0.066518	NA	1.0393	NA	NA	NA	0.14216	NA	NA	NA	NA	NA	0.68588	0.2482	NA	NA	-0.10734	0.052485
ABCC12	-7.7616	-0.83368	2.6015	-0.1221	-0.074152	-0.81285	0.17606	-6.6955	-4.755	-1.5129	0.0048159	NA	NA	NA	-0.73969	2.4984	0.21093	0.14941	NA	NA	-0.0060636	-0.10583
ABCC2	-8.2558	0.373	-0.75281	-0.098942	0.011534	-0.79505	0.15068	-2.668	-2.3464	-3.2712	-0.28311	NA	NA	NA	-0.61791	-0.73697	-0.39566	0.39621	NA	0.1449	-0.10113	0.19632
ABCC3	-7.8572	-0.027404	0.97287	-0.062027	-0.099931	-1.0894	-0.08953	-3.4383	-4.8482	1.3512	0.50454	NA	NA	NA	-0.97956	2.2603	0.64218	-0.14502	NA	NA	0.19684	-0.1193
ABCC4	-7.8182	2.0482	-3.6522	0.024561	-0.010626	-1.1699	-0.71267	-6.6621	-2.1834	-2.3432	0.17648	0.018005	-0.060769	-0.45212	-0.70703	3.0418	0.3556	-0.21302	NA	NA	0.10186	0.13989
ABCC5	-5.9069	0.52678	0.29787	-0.12245	-0.046828	-0.4699	-0.74796	-6.414	-3.458	-1.1268	0.28553	NA	NA	NA	-0.52013	-1.585	0.26837	-0.18224	NA	NA	-0.21663	-0.12777
ABCC6	-7.4423	-2.9685	-1.7375	0.13696	0.13871	-0.22326	1.0355	-3.8776	-3.5102	-1.3814	-0.2607	NA	NA	NA	-0.85404	-1.5948	-0.31758	-0.48641	NA	NA	0.08315	0.46747
ABCC8	-7.4947	0.3846	-1.3107	-0.071564	-0.099075	-0.61262	0.29227	-4.1805	-4.46	0.73107	0.57821	NA	NA	NA	-1.0577	-2.6672	-0.13733	0.23289	NA	NA	-0.14191	-0.60198
ABCC9	-7.5684	-1.862	0.61599	-0.22916	0.057988	0.46812	0.42731	-7.0689	-3.6111	-3.5022	0.014785	NA	NA	NA	-1.6136	0.39182	-1.5059	0.026102	NA	NA	-0.0040101	-0.011941
ABCD1	-7.4592	NA	NA	0.13191	0.16418	0.034205	-0.26991	NA	NA	NA	0.15517	NA	NA	NA	NA	1.5986	0.44929	-0.51081	NA	NA	0.136	-0.065619
ABCD2	-8.0384	1.1499	-1.1312	0.032331	0.002137	-1.1634	1.1247	-6.3303	-1.2226	-1.3259	0.11647	NA	NA	NA	-0.35901	2.1656	0.13833	-0.45678	NA	NA	-0.044991	0.075574
ABCD3	-7.1184	0.28609	-1.1477	0.050378	-0.036952	-0.050194	-0.74087	-6.2518	-5.6468	-0.94683	-0.11017	NA	NA	NA	-2.0013	3.3952	0.14575	0.76477	NA	NA	-0.1281	-0.21659
ABCD4	-7.516	-5.4877	-5.8562	0.56673	0.11143	6.1593	-0.5268	-6.8977	-2.0941	-3.4565	-0.0054716	NA	NA	NA	-0.58429	0.96367	-0.65198	0.35464	NA	NA	0.18743	0.10648
ABCE1	-4.3817	-3.8975	-5.0139	-0.33136	0.085517	4.5991	-0.46877	-5.5244	-3.0783	-1.0755	-1.6735	NA	NA	NA	-0.48586	-1.585	-1.4777	-1.443	NA	NA	-0.1204	-0.19427
ABCF1	-6.3949	-4.9333	-0.82595	0.020018	0.22494	-0.77982	0.20428	-5.0773	-4.8001	-1.2418	-0.88888	NA	NA	NA	-0.93125	-1.9235	-6.0828	-1.2871	NA	NA	-0.39531	-0.23607
ABCF2	-7.8419	-0.76257	-4.2743	0.19765	0.00084579	-0.081167	0.70052	-5.085	-4.6685	-3.3858	0.18831	NA	NA	NA	-1.9719	-0.38102	0.033927	0.64091	NA	NA	-0.038122	0.019374
ABCF3	-7.3049	2.4686	0.65388	-0.013986	0.0049277	4.1921	-0.52793	-4.5536	0.40917	1.4522	-0.5738	NA	NA	NA	-0.56984	1.1197	-1.0907	0.20968	NA	NA	-0.16259	-0.054071
ABCG1	-7.3622	-2.5467	1.4146	-0.22726	-0.11474	0.14764	-0.80388	-6.2225	0.026562	-0.55816	0.3568	NA	NA	NA	-0.38373	-2.4924	0.06126	0.058871	NA	-0.068092	-0.036875	-0.0016798
ABCG2	-7.7133	0.16208	-0.86301	0.088681	-0.12313	3.1268	-0.82064	-6.2529	0.22592	0.77906	0.35229	-0.2446	-0.27448	-0.003273	-1.1557	-0.55285	-0.28304	0.11999	NA	NA	-0.05752	0.3613
ABCG4	-7.0561	1.5916	-0.90009	0.14676	0.15003	1.9324	-0.51242	-6.6326	-5.1427	1.6668	-0.030415	NA	NA	NA	-0.15483	3.8449	-0.16319	0.27321	NA	NA	0.13742	0.27643
ABCG5	-7.5858	3.827	-2.0742	-0.40054	0.13431	-0.90247	-0.18453	-6.8764	-1.2125	-0.56908	1.0746	NA	NA	NA	-0.75188	0.88234	0.18594	0.19112	NA	NA	-0.1072	-0.30795
ABCG8	-7.3347	-1.5485	-0.13576	-0.70448	-0.13125	0.37631	0.40276	-4.4972	-4.2192	-3.0341	0.56853	NA	NA	NA	-0.63895	2.8302	-0.02165	-0.19822	NA	NA	0.043386	-0.063512
ABHD1	-6.6542	NA	NA	0.48599	-0.14906	NA	0.3328	NA	NA	NA	0.6734	NA	NA	NA	NA	-0.53277	-0.11961	0.15693	NA	NA	0.034431	0.018947
ABHD10	-6.9041	-1.7921	0.34107	0.30375	0.055244	0.63043	0.35691	-6.633	-1.744	1.8035	0.44764	NA	NA	NA	-0.18105	2.569	0.29258	0.16413	NA	NA	-0.16545	0.34812
ABHD11	-7.2046	-0.32411	0.6246	0.11369	0.095992	-0.22981	-1.1916	-7.1285	-1.5048	1.1882	0.09349	NA	NA	NA	-0.38876	1.1688	0.26308	-0.7632	NA	NA	0.098655	0.10623
ABHD12	-6.8686	-3.9896	0.21112	0.16956	0.0021141	1.45	-0.3487	-4.3048	-2.3064	-2.2806	1.3267	NA	NA	NA	-1.1069	-1.4262	-0.2548	0.42624	NA	NA	0.019544	-0.20034
ABHD12B	-6.7409	0.17625	3.3147	0.014316	0.047235	-0.59765	0.19058	-3.2084	-0.36173	-1.3004	-0.47452	NA	NA	NA	0.089354	-2.8907	0.18765	-0.0040392	NA	NA	-0.050805	0.26241
ABHD13	-7.2969	1.375	-1.7845	-0.014277	0.062297	-0.20808	0.70534	-6.7419	-3.5326	-4.3548	-0.7143	NA	NA	NA	-0.57694	2.2048	-0.61718	0.0087189	NA	NA	-0.020842	0.039163
ABHD14A	-7.2005	-0.8748	0.24956	-0.061773	-0.031218	0.37571	0.087821	-1.3779	0.3639	0.25533	-0.87085	NA	NA	NA	-0.63332	-2.4122	0.1774	-0.26757	NA	NA	0.017037	0.0033967
ABHD14A-ACY1	-8.2014	NA	NA	-0.14604	0.22772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABHD14B	-7.6348	-2.972	-1.8567	-0.40886	0.045835	1.68	0.21648	-4.2657	-4.3505	0.14879	0.39555	NA	NA	NA	-0.062675	-1.6215	0.23243	0.27135	NA	NA	-0.037711	0.14355
ABHD15	-7.0331	0.53123	0.05333	-0.145	0.0001551	0.10839	1.0023	-5.7355	3.2531	-2.6891	0.075676	NA	NA	NA	-0.26716	-3.9696	-1.3579	0.27899	NA	NA	-0.092325	-0.34402
ABHD16A	-6.2974	-0.30437	0.33728	0.0080076	0.022168	1.7857	-1.6276	-7.103	-3.0442	1.0117	0.21231	NA	NA	NA	-0.33403	1.0761	0.32019	0.14205	NA	NA	-0.0074219	-0.018999
ABHD16B	-7.805	1.7251	-0.8688	-0.0062144	0.092353	-0.089123	-0.17207	-6.8314	-0.97072	0.70251	-0.33656	NA	NA	NA	-0.36396	0.64153	0.76727	-0.033042	NA	NA	-0.048744	-0.0092213
ABHD17A	-7.0515	2.9197	0.4362	-0.28592	-0.0673	0.12158	-1.1483	-6.6945	-0.75172	1.3899	0.51689	NA	NA	NA	-0.26774	4.3533	-1.3267	-0.81018	NA	NA	-0.14048	-0.25902
ABHD17B	-6.9855	0.91597	-0.1895	-0.075305	-0.034648	0.065046	0.6401	-5.7238	-4.4136	-3.9604	-0.22533	NA	NA	NA	-0.32411	-0.66782	-1.2429	0.27235	NA	NA	-0.020482	-0.20375
ABHD17C	-7.8235	-1.4441	1.0192	-0.14064	-0.17055	0.22739	-0.19959	-6.7403	-0.19231	2.048	0.92212	NA	NA	NA	-1.3971	-0.023369	-0.34278	0.025879	NA	NA	0.049688	0.098841
ABHD18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.68068	NA	NA	NA	NA	NA	NA	NA
ABHD2	-7.3307	-1.0604	0.93544	-0.29688	-0.083982	1.5657	0.099438	-6.3945	-4.9712	-3.4057	-0.18899	NA	NA	NA	-0.15559	2.8181	-0.28146	-0.047008	NA	NA	0.26374	0.03822
ABHD3	-8.1803	-4.8303	0.55447	0.18066	0.018888	0.70583	-0.52898	-6.5475	-0.7578	-2.6929	-0.089642	NA	NA	NA	-0.38738	-0.017201	-0.099184	-0.15821	NA	NA	0.001207	-0.094334
ABHD4	-7.4131	-1.1891	-0.0051458	-0.32799	0.057222	-0.24018	0.47598	0.036192	-2.8251	-1.9316	0.27713	NA	NA	NA	-0.71251	-2.0149	-0.35867	-0.15228	NA	NA	-0.20923	0.10231
ABHD5	-7.2245	-0.45677	-0.1392	0.096454	-0.071414	0.62456	-0.55806	-0.48269	-2.0609	-2.1245	-0.024703	NA	NA	NA	-0.64571	-1.8182	-1.1643	-0.06536	NA	NA	-0.12953	0.0070664
ABHD6	-7.8466	0.34232	-0.34281	-0.16683	0.06414	-0.048975	0.00489	-2.4201	-1.4649	-1.3757	0.442	NA	NA	NA	-1.4434	-1.3903	-1.3286	0.18464	NA	NA	0.11643	0.020812
ABHD8	-7.275	-3.2105	-4.3029	0.11249	-0.083862	-0.37939	0.71093	-6.3949	-4.4632	0.66991	-0.59999	NA	NA	NA	-0.416	-2.5025	-0.13489	-0.17134	NA	NA	0.030612	-0.37538
ABI1	-7.3005	-1.1365	1.4951	-1.3352	-0.65025	-0.87393	0.55207	-6.7069	-1.3669	0.73456	0.46223	-0.025856	-0.01126	-0.43062	-0.68234	1.1502	-0.97397	-0.44415	NA	NA	0.15449	0.1263
ABI2	-6.8281	NA	NA	-0.098231	0.075224	-0.058585	0.54728	NA	NA	NA	0.05358	NA	NA	NA	NA	2.6773	-0.23064	0.47303	NA	NA	0.023322	0.059489
ABI3	-7.3406	1.4954	-0.35535	-0.025257	0.16739	-0.71861	0.50011	-6.8993	-4.9473	0.33797	-0.20847	NA	NA	NA	0.20973	1.2162	-0.23684	0.03312	NA	NA	-0.021832	0.12795
ABI3BP	-6.9999	-0.07003	1.447	0.022319	0.072572	0.4272	0.70291	-5.8578	-3.1973	0.21315	-0.24695	NA	NA	NA	0.5061	2.6712	0.077507	0.088429	NA	NA	-0.12312	-0.66615
ABITRAM	NA	1.5682	0.57535	NA	NA	1.4831	NA	-7.0976	-3.2896	2.5163	NA	NA	NA	NA	-0.51247	-0.98268	NA	NA	NA	NA	NA	NA
ABL1	-7.7246	-3.2876	-1.3047	0.21612	0.0062759	-0.71039	0.21503	-6.9478	-4.0646	-3.944	0.54808	-1.3081	-0.97094	0.78841	-1.1556	2.8698	-0.65929	-2.2451	NA	NA	0.0071305	-0.16995
ABL2	-7.4027	-5.4983	1.1618	0.09454	-0.0020179	-0.58174	-0.51375	-5.7389	-2.7589	-0.69511	0.395	-0.23189	0.055493	0.41376	-2.1693	0.18987	-0.41742	0.68944	NA	NA	-0.074328	-0.00024907
ABLIM1	-7.2768	NA	NA	0.18974	0.15754	0.18003	0.59899	NA	NA	NA	-0.38722	NA	NA	NA	NA	2.2408	-0.49601	0.92927	NA	NA	0.069002	0.12607
ABLIM2	-7.2063	-1.1437	-2.9007	0.0019124	-0.01513	0.33094	0.3085	-6.0085	-4.4322	-1.758	-0.2325	NA	NA	NA	0.21335	-2.2262	-0.086701	0.42438	NA	NA	0.23696	-0.21109
ABLIM3	-7.7898	0.30594	-2.8084	0.066961	0.071213	0.73176	0.048657	-6.5588	-3.1265	0.82648	-0.13903	NA	NA	NA	-0.40143	0.71888	-0.30453	-0.60811	NA	NA	0.01603	0.073098
ABO	NA	4.499	-0.87897	NA	NA	-1.275	NA	-4.4635	-0.72969	-3.7331	0.22498	NA	NA	NA	-1.3025	-1.2224	NA	NA	NA	NA	0.066019	0.10477
ABR	-7.2681	1.6522	1.2646	0.095363	0.18378	0.20119	-0.27479	-1.5177	-2.6639	1.6667	0.17692	0.072592	0.17302	0.0066673	0.10702	-0.85417	-0.8176	0.3298	NA	NA	0.0055236	-0.07605
ABRA	-7.4231	0.68797	-5.0139	0.095495	-0.059507	1.1932	0.00067241	-2.3816	-1.5349	-2.3566	0.47619	NA	NA	NA	-1.548	-1.276	0.80132	-0.51927	NA	NA	0.077303	0.037984
ABRACL	-6.6481	0.25282	-3.0895	-0.18855	0.0054937	0.40555	-0.34327	-6.9764	1.3373	-0.37792	-0.064217	NA	NA	NA	-0.8307	-1.5138	-0.24285	-0.0086967	NA	NA	0.011099	0.093461
ABRAXAS1	NA	-3.7118	3.6744	NA	NA	-1.615	NA	-5.8502	-1.6713	0.54309	NA	NA	NA	NA	-1.1982	1.88	NA	NA	NA	NA	NA	NA
ABRAXAS2	NA	-0.41727	-1.4075	NA	NA	-0.42301	NA	-4.0274	-3.7798	1.7101	NA	NA	NA	NA	-0.43886	-2.3968	NA	NA	NA	NA	NA	NA
ABT1	-6.254	-5.7496	-1.0663	-0.092862	-0.078347	-0.81178	0.47118	-6.0895	-2.9304	-0.63376	0.21848	NA	NA	NA	-2.0979	0.32696	-0.39075	-0.049862	NA	NA	-0.33131	0.32325
ABTB1	-7.1186	1.9859	-3.4749	0.28928	-0.13976	0.14869	0.12998	-6.0415	-1.649	-0.34079	0.10286	-0.11684	0.038713	0.0093581	-0.34521	0.94839	-0.73337	0.063899	NA	NA	-0.06701	0.27137
ABTB2	-6.9478	0.025315	-1.4987	-0.49302	-0.10774	-1.1472	-0.53726	-3.5188	-3.3601	-3.0158	-0.24957	NA	NA	NA	-0.20609	2.2533	-0.23945	-0.15469	NA	NA	-0.05868	0.093327
AC000003.2	-7.6398	NA	NA	-0.17514	0.045047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002310.13	-8.1819	NA	NA	-0.53672	0.035178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002365.1	-7.8739	NA	NA	-0.094909	-0.22722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002398.9	-6.4382	NA	NA	0.30178	0.14224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002451.1	-6.361	NA	NA	0.097142	-0.0013167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002472.1	-3.7798	NA	NA	-0.5669	-0.58208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002472.13	-7.3094	NA	NA	0.33704	0.042274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002985.3	-7.13	NA	NA	0.10733	-0.01053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003002.4	-7.4224	NA	NA	-0.052862	-0.054235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003002.6	-7.1134	NA	NA	-0.38041	0.24651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003005.4	-6.895	NA	NA	0.086486	-0.032829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003006.7	-7.8628	NA	NA	0.17186	0.00030249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003043.1	-6.2033	NA	NA	-0.10775	-0.13664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003101.1	-7.7089	NA	NA	0.28147	0.04694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003102.1	-6.083	NA	NA	0.065398	0.00043854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004017.1	-3.1984	NA	NA	0.10011	0.18488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004076.7	-6.2287	NA	NA	-0.12535	0.16678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004076.9	-6.266	NA	NA	0.3859	0.099298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004381.6	-6.1575	NA	NA	-0.055554	-0.12681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004466.1	-7.0791	NA	NA	0.1095	0.077005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004528.1	-6.594	NA	NA	-0.5669	-1.2268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004817.1	-7.7269	NA	NA	0.047846	-0.059638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004824.2	-4.833	NA	NA	0.23543	0.31011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004899.1	-8.509	NA	NA	-0.11542	-0.15018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005003.1	-7.119	NA	NA	-0.23618	0.0014623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005008.2	-6.9544	NA	NA	-0.021857	-0.042973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005082.1	-4.0692	NA	NA	0.61309	-0.016587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005358.1	-7.0922	NA	NA	0.18948	0.058277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005477.1	-7.167	NA	NA	0.0086621	0.076511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005481.5	-7.4419	NA	NA	-0.21234	0.045942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005488.1	NA	NA	NA	NA	-2.8361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005493.1	-5.4474	NA	NA	0.962	0.21424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005544.1	-8.0447	NA	NA	-0.16577	-0.047616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005549.3	-6.4073	NA	NA	0.041575	0.21074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005606.1	-6.8424	NA	NA	0.11517	0.081386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
