Burr_PD_L1_CMTM6_INFr_RRAscore	Freeman_B16F10_MHCI_Low_RRAscore	Freeman_B16F10_NK_RRAscore	Haney_U937_iggRBC_RRAscore	Haney_U937_Zymosin_RRAscore	Henriksson_mNaiveTh_GATA3_r1_RRAscore	Jiang_Daudi_B_CD40_r1_RRAscore	Kearney_B16F10_OT_I_RRAscore	Kearney_MC38_OT_I_aPD1_RRAscore	Kearney_MC38_OT_I_IgG_RRAscore	Liu_HSC4_DoxvsnoDox_shADAR_RRAscore	Manguso_GVAX_only_vs_TCRa_KO_RRAscore	Manguso_GVAX_PD_1_vs_TCRa_KO_RRAscore	Manguso_TCRa_KO_vs_In_vitro_RRAscore	Pan_B16F10_Pmel_1_IFNg_RRAscore	Parnas_BMDCs_TNF_r1_RRAscore	Pech_K562_MHCI_r1_RRAscore	Pech_K562_NK_92_r1_RRAscore	Ritchie_U937_cGAMP_r1_RRAscore	Shifrut_pilot_mean_RRAscore	Shifrut_d1234_RRAscore	Vredevoogd_IFNGR1mut_SKCM_MART_1_1r_RRAscore
AARSD1	0.87496	0.62676	0.043081	0.42125	0.51311	0.0069289	0.74543	0.0046413	0.14893	0.73909	0.21027	NA	NA	NA	0.67447	0.3005	0.00024171	0.59871	NA	NA	0.17154	0.6696
AARSD1;PTGES3L-AARSD1;AARSD1;PTGES3L-AARSD1	NA	NA	NA	NA	NA	NA	0.52137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AASDH	0.10214	0.60237	0.079053	0.9868	0.0025179	0.62262	0.73061	0.65499	0.19408	0.016027	0.65288	NA	NA	NA	0.5816	0.057846	0.27842	0.4687	NA	NA	0.87817	0.51401
AASDHPPT	0.75615	NA	0.83814	0.24623	0.40582	0.59274	0.70196	0.25887	0.8482	0.005719	0.072747	NA	NA	NA	NA	0.12784	0.0012776	0.0034315	NA	NA	0.74965	0.28371
AASS	0.04926	0.36562	0.67558	0.50227	0.43414	0.93018	0.95532	0.91175	0.57485	0.12283	0.87504	NA	NA	NA	0.043607	0.97254	0.90909	0.8762	NA	NA	0.96198	0.5365
AATF	0.68154	0.23738	0.86016	0.41911	0.28147	0.60393	0.88231	0.9624	0.07167	0.041493	0.1311	NA	NA	NA	0.47993	0.14003	0.13463	0.34363	NA	NA	0.10039	0.11529
AATK	0.40852	0.061665	0.25381	0.13784	0.19467	0.29987	0.89856	0.34985	0.67142	0.84901	0.16327	NA	NA	NA	0.92643	0.25314	0.43306	0.87098	NA	NA	0.21156	0.68015
ABAT	0.0073306	0.066135	0.058507	0.0018101	0.034401	0.0086716	0.81775	0.10549	0.25253	0.23759	0.23167	NA	NA	NA	0.077845	0.91101	0.36814	0.21272	NA	NA	0.28559	0.11706
ABCA1	0.014262	0.26986	0.58155	0.049866	0.12414	0.9175	0.26444	0.65499	0.95872	0.11729	0.63697	NA	NA	NA	0.048862	0.27302	0.35274	0.95049	NA	0.93642	0.3778	0.41565
ABCA10	0.031053	NA	NA	0.39951	0.8931	NA	0.069995	NA	NA	NA	0.010294	NA	NA	NA	NA	NA	0.48695	0.81092	NA	NA	0.50864	0.36032
ABCA12	0.74108	0.28578	0.025745	0.010116	0.0024585	0.86706	0.5494	0.10438	0.07089	0.73191	0.15307	NA	NA	NA	0.60625	0.084949	0.26074	0.79851	NA	NA	0.77642	0.35186
ABCA13	0.1961	0.09044	0.53	0.99277	0.17764	0.387	0.98558	0.3306	0.21509	0.32248	0.93852	NA	NA	NA	0.087767	0.071875	0.20132	0.3519	NA	NA	0.51106	0.52213
ABCA2	0.089475	0.98746	0.53	0.007629	0.074945	0.77327	0.23726	0.46964	0.80694	0.062936	0.82162	NA	NA	NA	0.25317	0.10539	0.22289	0.14036	NA	NA	0.047035	0.80446
ABCA3	0.65863	0.25524	0.016081	0.0015979	0.0372	0.91179	0.99846	0.75105	0.68145	0.20171	0.79802	NA	NA	NA	0.13089	0.013077	0.71743	0.29521	NA	NA	0.96664	0.83089
ABCA4	0.0078315	0.45299	0.53962	0.01005	0.008141	0.30871	0.98184	0.6908	0.74223	0.54275	0.4478	NA	NA	NA	0.033228	0.0095133	0.4974	0.56082	NA	NA	0.13112	0.010946
ABCA5	0.26229	0.002544	0.99335	0.29716	0.023896	0.29019	0.2834	0.42895	0.95065	0.2073	0.045714	NA	NA	NA	0.43338	0.012622	0.064264	0.75631	NA	NA	0.97497	0.62037
ABCA6	0.295	0.44103	0.21605	0.077599	0.94511	0.12283	0.6236	0.58792	0.48263	0.67352	0.23636	NA	NA	NA	0.27208	0.24514	0.40061	0.14871	NA	NA	0.82352	0.066048
ABCA7	0.10215	0.2971	0.96856	0.080765	0.32095	0.32906	0.1045	0.57586	0.54653	0.76685	0.32023	NA	NA	NA	0.064753	0.60818	0.028932	0.44067	NA	0.44801	0.56242	0.31124
ABCA8	0.31462	NA	NA	0.28513	0.094388	NA	0.097952	NA	NA	NA	0.64249	NA	NA	NA	NA	NA	0.59966	0.53121	NA	NA	0.80871	0.3099
ABCA9	0.058731	0.0024044	0.83283	0.35241	0.040744	0.011762	0.082458	0.32389	0.99418	0.54275	0.55361	NA	NA	NA	0.65582	0.71926	0.093937	0.13368	NA	NA	0.28884	0.85745
ABCB1	0.013866	NA	NA	0.10671	0.020696	NA	0.0023782	NA	NA	NA	0.96129	NA	NA	NA	NA	NA	0.59764	0.25197	NA	0.11832	0.47903	0.74018
ABCB10	0.23222	0.10192	0.074874	0.16276	0.11676	0.36354	0.80057	0.13358	0.15347	0.96903	0.9898	NA	NA	NA	0.93649	0.80911	0.1737	0.013874	NA	NA	0.97561	0.083233
ABCB11	0.1319	0.52942	0.070091	0.53682	0.11025	0.17892	0.84979	0.0056331	0.89561	0.025721	0.98276	NA	NA	NA	0.086064	0.41835	0.99853	0.16651	NA	NA	0.16222	0.099081
ABCB4	0.62029	0.12143	0.49782	0.21491	0.14603	0.020149	0.88175	0.44579	0.25253	0.12283	0.74186	NA	NA	NA	0.27971	0.88118	0.40425	0.64163	NA	NA	0.31445	0.19691
ABCB5	0.047325	0.32051	0.023755	0.30421	0.23459	0.11784	0.32877	0.63149	0.012063	0.88083	0.63134	NA	NA	NA	0.076333	0.55435	0.60601	0.64538	NA	NA	0.05267	0.32375
ABCB6	0.15408	0.68024	0.3402	0.92762	0.24139	0.087782	0.94737	0.14711	0.55176	0.042363	0.19113	0.9037	0.90421	0.83885	0.90803	0.87193	0.15562	0.51901	NA	NA	0.86911	0.57299
ABCB7	0.93491	0.32915	0.9644	0.039829	0.052275	0.79608	0.22184	0.68672	0.6223	0.35734	0.35773	NA	NA	NA	0.056256	0.44782	0.97344	0.0030271	NA	NA	0.0010383	0.31139
ABCB8	0.2447	NA	NA	0.35035	0.16264	0.58667	0.0070143	NA	NA	NA	0.1579	NA	NA	NA	NA	0.14842	0.50341	0.96321	NA	NA	0.51436	0.83243
ABCB9	0.25315	0.80854	0.13145	0.83712	0.0074509	0.86788	0.37974	0.0015616	0.95657	0.55154	0.40521	NA	NA	NA	0.2495	0.26471	0.17225	0.78975	NA	NA	0.0072323	0.39592
ABCC1	0.041595	0.010226	0.49411	0.1407	0.078668	0.017917	0.09385	0.6124	0.95872	0.79833	0.46244	0.10837	0.023833	0.81814	0.10529	0.17265	0.2811	0.22055	NA	NA	0.68646	0.1908
ABCC10	0.22747	0.61137	0.55714	0.17098	0.9906	0.96592	0.83319	0.88108	0.92038	0.85659	0.044441	NA	NA	NA	0.42155	0.20115	0.22483	0.55244	NA	NA	0.93981	0.70715
ABCC11	0.026843	NA	NA	0.66612	0.076715	NA	0.94143	NA	NA	NA	0.85943	NA	NA	NA	NA	NA	0.52926	0.59609	NA	NA	0.19499	0.87232
ABCC12	0.026022	0.38411	0.86769	0.37274	0.82799	0.16505	0.73823	0.18367	0.045944	0.15274	0.043326	NA	NA	NA	0.057049	0.80911	0.41739	0.87886	NA	NA	0.42612	0.15473
ABCC2	0.013766	0.59292	0.40483	0.17459	0.82696	0.11381	0.25063	0.1106	0.045453	0.025721	0.31514	NA	NA	NA	0.52585	0.22804	0.11633	0.49205	NA	0.4937	0.12381	0.60019
ABCC3	0.096555	0.45145	0.20594	0.097821	0.4741	0.064396	0.85223	0.1119	0.050848	0.96486	0.99859	NA	NA	NA	0.23324	0.89207	0.9644	0.57424	NA	NA	0.95577	0.55111
ABCC4	0.016811	0.62057	0.067075	0.42446	0.10951	0.00068465	0.07764	0.21507	0.6223	0.12283	0.59184	0.81646	0.72012	0.00058195	0.49847	0.42656	0.44029	0.084341	NA	NA	0.72678	0.79457
ABCC5	0.31034	0.244	0.80311	0.12932	0.34595	0.29551	0.056336	0.4583	0.18699	0.30453	0.86105	NA	NA	NA	0.6404	0.15268	0.32312	0.66459	NA	NA	0.0039483	0.56661
ABCC6	0.14351	0.12472	0.17482	0.092762	0.99346	0.58069	0.43492	0.15774	0.32626	0.12658	0.069394	NA	NA	NA	0.036233	0.34654	0.39224	0.089498	NA	NA	0.81363	0.66452
ABCC8	0.3487	0.55606	0.0049898	0.31525	0.020259	0.11569	0.043367	0.09963	0.19408	0.70812	0.99282	NA	NA	NA	0.059885	0.031977	0.18922	0.73294	NA	NA	0.03867	0.0070246
ABCC9	0.29875	0.25959	0.20051	0.12077	0.35953	0.43212	0.72304	0.043297	0.10036	0.0034004	0.24324	NA	NA	NA	0.04	0.23638	0.04987	0.90033	NA	NA	0.73084	0.61248
ABCD1	0.11589	NA	NA	0.11913	0.98818	0.91935	0.62347	NA	NA	NA	0.99173	NA	NA	NA	NA	0.52492	0.84907	0.024926	NA	NA	0.96507	0.67914
ABCD2	0.0052722	0.10777	0.066144	0.60949	0.14556	0.011954	0.70932	0.27008	0.89911	0.39386	0.088512	NA	NA	NA	0.51306	0.80911	0.63418	0.11213	NA	NA	0.017924	0.7702
ABCD3	0.82377	0.5986	0.33581	0.48228	0.41633	0.12182	0.079415	0.10857	0.00093346	0.028101	0.29353	NA	NA	NA	0.001823	0.80911	0.4974	0.90866	NA	NA	0.2873	0.096913
ABCD4	0.30667	0.013413	0.061094	0.99998	0.0247	0.13813	0.14103	0.093323	0.39206	0.12283	0.98629	NA	NA	NA	0.10045	0.20093	0.24698	0.73198	NA	NA	0.99131	0.33125
ABCE1	0.85459	0.021748	0.11441	0.076598	0.059526	0.98831	0.045605	0.97367	0.55176	0.41721	0.00015479	NA	NA	NA	0.57416	0.043802	0.39152	0.020047	NA	NA	0.01308	0.26046
ABCF1	0.99949	0.070293	0.44601	0.17365	0.9997	0.032374	0.39728	0.67507	0.11452	0.16055	0.0012663	NA	NA	NA	0.40965	0.099017	0.0056638	0.026582	NA	NA	0.00013275	0.64612
ABCF2	0.007583	0.21825	0.035613	0.38089	0.4216	0.32935	0.059778	0.31537	0.12622	0.14257	0.75428	NA	NA	NA	0.029785	0.25354	0.62971	0.93306	NA	NA	0.079124	0.3855
ABCF3	0.71312	0.31965	0.96162	0.29015	0.32779	0.89606	0.11371	0.5999	0.43907	0.43806	0.071294	NA	NA	NA	0.67123	0.33819	0.00087227	0.51933	NA	NA	0.014696	0.75546
ABCG1	0.45956	0.041499	0.030648	0.14817	0.34429	0.5771	0.066395	0.58909	0.72414	0.23029	0.15442	NA	NA	NA	0.56573	0.26141	0.60622	0.55265	NA	0.21871	0.41471	0.84692
ABCG2	0.021212	0.55349	0.45203	0.73385	0.0052648	0.98531	0.019123	0.54674	0.5977	0.93228	0.48758	0.0062534	0.18114	0.63281	0.19166	0.94514	0.26892	0.62211	NA	NA	0.75142	0.34347
ABCG4	0.2787	0.7668	0.4344	0.24197	0.33079	0.33554	0.08324	0.17392	0.025283	0.67352	0.88902	NA	NA	NA	0.79174	0.89207	0.75848	0.97346	NA	NA	0.99005	0.94618
ABCG5	0.02073	0.98982	0.13011	0.037014	0.406	0.13726	0.3724	0.07131	0.91022	0.11034	0.99998	NA	NA	NA	0.43621	0.095239	0.68091	0.92143	NA	NA	0.10822	0.027814
ABCG8	0.058555	0.092994	0.025063	0.0022172	0.020975	0.474	0.97598	0.17452	0.25253	0.061347	0.98634	NA	NA	NA	0.56521	0.44782	0.12496	0.57752	NA	NA	0.95622	0.6947
ABHD1	0.19701	NA	NA	0.34229	0.158	NA	0.52338	NA	NA	NA	0.52924	NA	NA	NA	NA	0.43434	0.58003	0.46183	NA	NA	0.80096	0.14789
ABHD10	0.45772	0.13359	0.14859	0.13022	0.050234	0.90061	0.91391	0.16944	0.75987	0.91889	0.69717	NA	NA	NA	0.94138	0.0012712	0.53913	0.54292	NA	NA	0.38117	0.76239
ABHD11	0.25975	0.41848	0.77916	0.40135	0.8312	0.34803	0.02393	0.040432	0.90687	0.20374	0.97212	NA	NA	NA	0.7652	0.92903	0.147	0.056784	NA	NA	0.92655	0.3938
ABHD12	0.68482	0.04567	0.79574	0.99839	0.48424	0.48699	0.18972	0.19341	0.037776	0.03884	0.99962	NA	NA	NA	0.12208	0.61616	0.62452	0.94232	NA	NA	0.77456	0.1601
ABHD12B	0.010112	0.94046	0.8896	0.2468	0.49354	0.24299	0.8212	0.31718	0.74223	0.087066	0.058073	NA	NA	NA	0.70856	0.064755	0.31865	0.2303	NA	NA	0.28229	0.8978
ABHD13	0.25691	0.48777	0.0074113	0.5918	0.52912	0.76164	0.93071	0.012739	0.30501	0.0014785	0.0034006	NA	NA	NA	0.63017	0.98165	0.051398	0.23925	NA	NA	0.14927	0.13756
ABHD14A	0.48752	0.20594	0.88376	0.5546	0.14794	0.29268	0.76515	0.6124	0.14893	0.29994	0.00062512	NA	NA	NA	0.44924	0.0094624	0.61765	0.16361	NA	NA	0.044977	0.7031
ABHD14A-ACY1	0.069955	NA	NA	0.24327	0.81759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABHD14B	0.32989	0.041188	0.13362	0.0077626	0.3261	0.31193	0.71816	0.14786	0.28334	0.56223	0.18038	NA	NA	NA	0.54515	0.0072133	0.50341	0.61244	NA	NA	0.39433	0.95839
ABHD15	0.22311	0.62277	0.5107	0.097282	0.38745	0.42926	0.55336	0.14262	0.99234	0.073014	0.21945	NA	NA	NA	0.46903	0.032837	0.0053097	0.55693	NA	NA	0.47063	0.047736
ABHD16A	0.62428	0.40778	0.97405	0.25058	0.91988	0.084876	0.00021094	0.055225	0.18634	0.28148	0.74916	NA	NA	NA	0.93643	0.89864	0.96301	0.21737	NA	NA	0.11019	0.022779
ABHD16B	0.071573	0.9397	0.41464	0.32615	0.16631	0.95381	0.56513	0.10857	0.87658	0.24713	0.28722	NA	NA	NA	0.55461	0.38197	0.28644	0.25376	NA	NA	0.13863	0.84369
ABHD17A	0.37036	0.96772	0.44153	0.0013526	0.13502	0.39274	0.024882	0.039719	0.4174	0.95737	0.18015	NA	NA	NA	0.96954	0.43434	0.0015352	0.01061	NA	NA	0.55863	0.17386
ABHD17B	0.72386	0.067281	0.31886	0.46175	0.1789	0.86356	0.96304	0.44214	0.15347	0.047526	0.15942	NA	NA	NA	0.62479	0.85563	0.0034185	0.82025	NA	NA	0.19343	0.13107
ABHD17C	0.11899	0.18202	0.99439	0.01453	0.011622	0.52283	0.29362	0.14285	0.90687	0.94173	0.99737	NA	NA	NA	0.12181	0.69816	0.13407	0.37946	NA	NA	0.10021	0.90747
ABHD18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28591	NA	NA	NA	NA	NA	NA	NA
ABHD2	0.5941	0.30579	0.9337	0.0066196	0.35849	0.88846	0.20125	0.16841	8.7205e-05	0.0076726	0.019909	NA	NA	NA	0.79305	0.95236	0.17393	0.44177	NA	NA	0.84921	0.75703
ABHD3	0.018034	0.015087	0.96276	0.23063	0.40138	0.37961	0.046936	0.19919	0.95872	0.10249	0.060964	NA	NA	NA	0.14106	0.0041963	0.75562	0.24848	NA	NA	0.86876	0.4828
ABHD4	0.53951	0.024661	0.01132	0.024484	0.34734	0.33699	0.50329	0.56996	0.031851	0.32248	0.93886	NA	NA	NA	0.26423	0.28812	0.31363	0.28927	NA	NA	0.070129	0.83035
ABHD5	0.46552	0.46033	0.112	0.12671	0.092103	0.77651	0.041038	0.91672	0.21509	0.21934	0.56031	NA	NA	NA	0.07809	0.016182	0.14934	0.47295	NA	NA	0.039717	0.66064
ABHD6	0.031823	0.79221	0.57933	0.45398	0.083211	0.073512	0.82048	0.27227	0.24701	0.16834	0.099467	NA	NA	NA	0.13312	0.022037	0.0034842	0.50396	NA	NA	0.89111	0.42012
ABHD8	0.02088	0.037673	0.012874	0.41965	0.057149	0.21065	0.89189	0.24815	0.18033	0.75386	0.039092	NA	NA	NA	0.59992	0.15448	0.40111	0.31891	NA	NA	0.72852	0.0076709
ABI1	0.66207	0.14259	0.98849	1.6291e-15	1.3675e-17	0.14884	0.81337	0.03825	0.9495	0.41721	0.34098	0.72149	0.78927	0.020738	0.21557	0.026354	0.032599	0.32839	NA	NA	0.93807	0.66134
ABI2	0.28297	NA	NA	0.043466	0.27841	0.44358	0.5701	NA	NA	NA	0.38568	NA	NA	NA	NA	0.61297	0.095186	0.94836	NA	NA	0.18061	0.90483
ABI3	0.71129	0.22706	0.50559	0.14809	0.72329	0.092239	0.8576	0.070915	0.074533	0.18938	0.046657	NA	NA	NA	0.061048	0.88238	0.32116	0.93502	NA	NA	0.55212	0.58034
ABI3BP	0.15109	0.56343	0.49849	0.41243	0.0745	0.0691	0.97858	0.94109	0.34826	0.54087	0.15228	NA	NA	NA	0.5935	0.98111	0.95252	0.6882	NA	NA	0.12816	5.1892e-05
ABITRAM	NA	0.42068	0.3143	NA	NA	0.27925	NA	0.06891	0.60504	0.96283	NA	NA	NA	NA	0.63279	0.12932	NA	NA	NA	NA	NA	NA
ABL1	0.0029228	0.11245	0.30305	0.10461	0.9876	0.029364	0.81586	0.026595	0.23138	0.047526	0.82076	0.0023824	0.011254	0.93189	0.12984	0.014768	0.025829	0.067381	NA	NA	0.65165	0.093485
ABL2	0.010593	0.012468	0.96024	0.80471	0.57931	0.19954	0.03373	0.30605	0.87124	0.45857	0.53404	0.095289	0.38556	0.86688	0.0096781	0.53181	0.15923	0.39407	NA	NA	0.16012	0.17774
ABLIM1	0.13115	NA	NA	0.68105	0.55573	0.35926	0.70809	NA	NA	NA	0.094501	NA	NA	NA	NA	0.20093	0.23999	0.98358	NA	NA	0.89828	0.53741
ABLIM2	0.41439	0.23514	0.077283	0.75076	0.90298	0.58545	0.50023	0.8294	0.26722	0.23759	0.18093	NA	NA	NA	0.34887	0.020752	0.080332	0.50737	NA	NA	0.99907	0.047171
ABLIM3	0.042592	0.56343	0.069305	0.5377	0.34105	0.95151	0.47545	0.23949	0.10036	0.073404	0.092323	NA	NA	NA	0.20152	0.29413	0.15886	0.016039	NA	NA	0.59049	0.86561
ABO	NA	0.99984	0.41401	NA	NA	0.0096071	NA	0.5999	0.80694	0.0035502	0.45692	NA	NA	NA	0.019895	0.1167	NA	NA	NA	NA	0.93073	0.17525
ABR	0.050156	0.90269	0.64269	0.10883	0.98301	0.81157	0.69457	0.7809	0.048889	0.72372	0.78748	0.716	0.74868	0.73688	0.76794	0.50681	0.053745	0.98482	NA	NA	0.074329	0.060927
ABRA	0.27209	0.93248	0.029087	0.22876	0.40984	0.28024	0.61413	0.17967	0.43052	0.043804	0.12064	NA	NA	NA	0.11951	0.13045	0.79669	0.046784	NA	NA	0.9368	0.72477
ABRACL	0.052793	0.65111	0.052548	0.027511	0.92527	0.84926	0.24337	0.05324	0.52797	0.070957	0.187	NA	NA	NA	0.030478	0.16099	0.25961	0.54333	NA	NA	0.070228	0.91967
ABRAXAS1	NA	0.093495	0.99453	NA	NA	0.0047824	NA	0.85146	0.73308	0.6029	NA	NA	NA	NA	0.062278	0.37092	NA	NA	NA	NA	NA	NA
ABRAXAS2	NA	0.26429	0.017335	NA	NA	0.45505	NA	0.28627	0.092219	0.88384	NA	NA	NA	NA	0.52662	0.010739	NA	NA	NA	NA	NA	NA
ABT1	0.81999	0.12757	0.40752	0.29135	0.25126	0.039819	0.97945	0.61862	0.57485	0.23994	0.037988	NA	NA	NA	0.13775	0.16855	0.071367	0.33582	NA	NA	0.017668	0.53919
ABTB1	0.13963	0.66513	0.019406	0.92358	0.0047091	0.49781	0.55283	0.087519	0.4823	0.070957	0.46146	0.3568	0.54786	0.6742	0.78044	0.85156	0.13601	0.8737	NA	NA	0.33351	0.98587
ABTB2	0.34182	0.23437	0.29006	0.031475	0.1168	0.078587	0.16206	0.31537	0.28199	0.14257	0.026903	NA	NA	NA	0.58584	0.91509	0.29546	0.11682	NA	NA	0.75989	0.49172
AC000003.2	0.061268	NA	NA	0.15133	0.79629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002310.13	0.029364	NA	NA	0.00069277	0.31641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002365.1	0.03401	NA	NA	0.0075174	0.015459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002398.9	0.78883	NA	NA	0.61225	0.94193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002451.1	0.79675	NA	NA	0.18265	0.021324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002472.1	0.63901	NA	NA	0.78861	0.0040869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002472.13	0.21118	NA	NA	0.027372	0.45859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC002985.3	0.060793	NA	NA	0.26375	0.75361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003002.4	0.053827	NA	NA	0.01953	0.30611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003002.6	0.82659	NA	NA	0.15831	0.95747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003005.4	0.19357	NA	NA	0.58807	0.21343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003006.7	0.019529	NA	NA	0.97833	0.98397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003043.1	0.793	NA	NA	0.41396	0.25252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003101.1	0.23332	NA	NA	0.60025	0.59672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC003102.1	0.59064	NA	NA	0.48318	0.24793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004017.1	1	NA	NA	0.62814	0.4317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004076.7	0.10579	NA	NA	0.55787	0.96277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004076.9	0.14009	NA	NA	0.82478	0.3042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004381.6	0.71461	NA	NA	0.1912	0.0054922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004466.1	0.43126	NA	NA	0.37479	0.32586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004528.1	0.72076	NA	NA	0.37221	0.096711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004817.1	0.084961	NA	NA	0.15788	0.2373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004824.2	0.93068	NA	NA	0.24362	0.52099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC004899.1	0.0014057	NA	NA	0.12078	0.00040879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005003.1	0.034155	NA	NA	0.00041258	0.92169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005008.2	0.9874	NA	NA	0.17221	0.45315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005082.1	0.99995	NA	NA	0.96747	0.75209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005358.1	0.28921	NA	NA	0.1928	0.95531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005477.1	0.40766	NA	NA	0.0030389	0.090347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005481.5	0.27203	NA	NA	0.051091	0.96337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005488.1	NA	NA	NA	NA	0.019819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005493.1	0.66519	NA	NA	0.97756	0.86703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005544.1	0.00084649	NA	NA	0.14807	0.24669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005549.3	0.62127	NA	NA	0.60397	0.85666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005606.1	0.7182	NA	NA	0.60054	0.17859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005609.1	0.0030882	NA	NA	0.14223	0.4794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005779.2	0.12133	NA	NA	3.4501e-06	0.98575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC005841.1	0.052606	NA	NA	0.38927	0.73808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC006116.20	0.7843	NA	NA	0.269	0.00615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC006126.3	0.72521	NA	NA	0.3206	0.03028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC006156.1	0.0031278	NA	NA	0.019419	0.12369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC006372.1	0.057798	NA	NA	0.60026	0.3889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC006435.1	0.13133	NA	NA	0.01148	0.2175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC006449.1	0.24851	NA	NA	0.26272	0.63968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC006455.1	0.16048	NA	NA	0.0074539	0.25295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
